VariableCode,Item,ExtractSource,SurveyYear,LoopIndex1,LoopIndex2,Translate,Active,Notes,Notes_2
#R1123100,,2,1997,,,,,HHI2_REL12, RELATIONSHIP OF PERSON 12 TO HH MEMBER 14 (SCR ROS ITEM)  HHI2_REL12.14
#R1123200,,2,1997,,,,,HHI2_REL12, RELATIONSHIP OF PERSON 12 TO HH MEMBER 15 (SCR ROS ITEM)  HHI2_REL12.15
#R1123300,,2,1997,,,,,HHI2_REL12, RELATIONSHIP OF PERSON 12 TO HH MEMBER 16 (SCR ROS ITEM)  HHI2_REL12.16
#R1123400,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 01 (SCR ROS ITEM)  HHI2_REL13.01
#R1123500,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 02 (SCR ROS ITEM)  HHI2_REL13.02
#R1123600,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 03 (SCR ROS ITEM)  HHI2_REL13.03
#R1123700,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 04 (SCR ROS ITEM)  HHI2_REL13.04
#R1123800,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 05 (SCR ROS ITEM)  HHI2_REL13.05
#R1123900,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 06 (SCR ROS ITEM)  HHI2_REL13.06
#R1124000,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 07 (SCR ROS ITEM)  HHI2_REL13.07
#R1124100,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 08 (SCR ROS ITEM)  HHI2_REL13.08
#R1124200,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 09 (SCR ROS ITEM)  HHI2_REL13.09
#R1124300,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 10 (SCR ROS ITEM)  HHI2_REL13.10
#R1124400,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 11 (SCR ROS ITEM)  HHI2_REL13.11
#R1124500,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 12 (SCR ROS ITEM)  HHI2_REL13.12
#R1124600,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 13 (SCR ROS ITEM)  HHI2_REL13.13
#R1124700,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 14 (SCR ROS ITEM)  HHI2_REL13.14
#R1124800,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 15 (SCR ROS ITEM)  HHI2_REL13.15
#R1124900,,2,1997,,,,,HHI2_REL13, RELATIONSHIP OF PERSON 13 TO HH MEMBER 16 (SCR ROS ITEM)  HHI2_REL13.16
#R1125000,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 01 (SCR ROS ITEM)  HHI2_REL14.01
#R1125100,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 02 (SCR ROS ITEM)  HHI2_REL14.02
#R1125200,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 03 (SCR ROS ITEM)  HHI2_REL14.03
#R1125300,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 04 (SCR ROS ITEM)  HHI2_REL14.04
#R1125400,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 05 (SCR ROS ITEM)  HHI2_REL14.05
#R1125500,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 06 (SCR ROS ITEM)  HHI2_REL14.06
#R1125600,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 07 (SCR ROS ITEM)  HHI2_REL14.07
#R1125700,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 08 (SCR ROS ITEM)  HHI2_REL14.08
#R1125800,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 09 (SCR ROS ITEM)  HHI2_REL14.09
#R1125900,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 10 (SCR ROS ITEM)  HHI2_REL14.10
#R1126000,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 11 (SCR ROS ITEM)  HHI2_REL14.11
#R1126100,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 12 (SCR ROS ITEM)  HHI2_REL14.12
#R1126200,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 13 (SCR ROS ITEM)  HHI2_REL14.13
#R1126300,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 14 (SCR ROS ITEM)  HHI2_REL14.14
#R1126400,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 15 (SCR ROS ITEM)  HHI2_REL14.15
#R1126500,,2,1997,,,,,HHI2_REL14, RELATIONSHIP OF PERSON 14 TO HH MEMBER 16 (SCR ROS ITEM)  HHI2_REL14.16
#R1126600,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 01 (SCR ROS ITEM)  HHI2_REL15.01
#R1126700,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 02 (SCR ROS ITEM)  HHI2_REL15.02
#R1126800,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 03 (SCR ROS ITEM)  HHI2_REL15.03
#R1126900,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 04 (SCR ROS ITEM)  HHI2_REL15.04
#R1127000,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 05 (SCR ROS ITEM)  HHI2_REL15.05
#R1127100,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 06 (SCR ROS ITEM)  HHI2_REL15.06
#R1127200,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 07 (SCR ROS ITEM)  HHI2_REL15.07
#R1127300,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 08 (SCR ROS ITEM)  HHI2_REL15.08
#R1127400,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 09 (SCR ROS ITEM)  HHI2_REL15.09
#R1127500,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 10 (SCR ROS ITEM)  HHI2_REL15.10
#R1127600,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 11 (SCR ROS ITEM)  HHI2_REL15.11
#R1127700,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 12 (SCR ROS ITEM)  HHI2_REL15.12
#R1127800,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 13 (SCR ROS ITEM)  HHI2_REL15.13
#R1127900,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 14 (SCR ROS ITEM)  HHI2_REL15.14
#R1128000,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 15 (SCR ROS ITEM)  HHI2_REL15.15
#R1128100,,2,1997,,,,,HHI2_REL15, RELATIONSHIP OF PERSON 15 TO HH MEMBER 16 (SCR ROS ITEM)  HHI2_REL15.16
#R1128200,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 01 (SCR ROS ITEM)  HHI2_REL16.01
#R1128300,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 02 (SCR ROS ITEM)  HHI2_REL16.02
#R1128400,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 03 (SCR ROS ITEM)  HHI2_REL16.03
#R1128500,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 04 (SCR ROS ITEM)  HHI2_REL16.04
#R1128600,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 05 (SCR ROS ITEM)  HHI2_REL16.05
#R1128700,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 06 (SCR ROS ITEM)  HHI2_REL16.06
#R1128800,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 07 (SCR ROS ITEM)  HHI2_REL16.07
#R1128900,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 08 (SCR ROS ITEM)  HHI2_REL16.08
#R1129000,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 09 (SCR ROS ITEM)  HHI2_REL16.09
#R1129100,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 10 (SCR ROS ITEM)  HHI2_REL16.10
#R1129200,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 11 (SCR ROS ITEM)  HHI2_REL16.11
#R1129300,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 12 (SCR ROS ITEM)  HHI2_REL16.12
#R1129400,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 13 (SCR ROS ITEM)  HHI2_REL16.13
#R1129500,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 14 (SCR ROS ITEM)  HHI2_REL16.14
#R1129600,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 15 (SCR ROS ITEM)  HHI2_REL16.15
#R1129700,,2,1997,,,,,HHI2_REL16, RELATIONSHIP OF PERSON 16 TO HH MEMBER 16 (SCR ROS ITEM)  HHI2_REL16.16
#R1131900,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 01 (SCR ROS ITEM)    HHI2_REL2.01
#R1132000,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 02 (SCR ROS ITEM)    HHI2_REL2.02
#R1132100,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 03 (SCR ROS ITEM)    HHI2_REL2.03
#R1132200,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 04 (SCR ROS ITEM)    HHI2_REL2.04
#R1132300,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 05 (SCR ROS ITEM)    HHI2_REL2.05
#R1132400,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 06 (SCR ROS ITEM)    HHI2_REL2.06
#R1132500,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 07 (SCR ROS ITEM)    HHI2_REL2.07
#R1132600,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 08 (SCR ROS ITEM)    HHI2_REL2.08
#R1132700,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 09 (SCR ROS ITEM)    HHI2_REL2.09
#R1132800,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 10 (SCR ROS ITEM)    HHI2_REL2.10
#R1132900,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 11 (SCR ROS ITEM)    HHI2_REL2.11
#R1133000,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 12 (SCR ROS ITEM)    HHI2_REL2.12
#R1133100,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 13 (SCR ROS ITEM)    HHI2_REL2.13
#R1133200,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 14 (SCR ROS ITEM)    HHI2_REL2.14
#R1133300,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 15 (SCR ROS ITEM)    HHI2_REL2.15
#R1133400,,2,1997,,,,,HHI2_REL2, RELATIONSHIP OF PERSON 2 TO HH MEMBER 16 (SCR ROS ITEM)    HHI2_REL2.16
#R1134200,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 01 (SCR ROS ITEM)    HHI2_REL3.01
#R1134300,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 02 (SCR ROS ITEM)    HHI2_REL3.02
#R1134400,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 03 (SCR ROS ITEM)    HHI2_REL3.03
#R1134500,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 04 (SCR ROS ITEM)    HHI2_REL3.04
#R1134600,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 05 (SCR ROS ITEM)    HHI2_REL3.05
#R1134700,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 06 (SCR ROS ITEM)    HHI2_REL3.06
#R1134800,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 07 (SCR ROS ITEM)    HHI2_REL3.07
#R1134900,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 08 (SCR ROS ITEM)    HHI2_REL3.08
#R1135000,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 09 (SCR ROS ITEM)    HHI2_REL3.09
#R1135100,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 10 (SCR ROS ITEM)    HHI2_REL3.10
#R1135200,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 11 (SCR ROS ITEM)    HHI2_REL3.11
#R1135300,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 12 (SCR ROS ITEM)    HHI2_REL3.12
#R1135400,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 13 (SCR ROS ITEM)    HHI2_REL3.13
#R1135500,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 14 (SCR ROS ITEM)    HHI2_REL3.14
#R1135600,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 15 (SCR ROS ITEM)    HHI2_REL3.15
#R1135700,,2,1997,,,,,HHI2_REL3, RELATIONSHIP OF PERSON 3 TO HH MEMBER 16 (SCR ROS ITEM)    HHI2_REL3.16
#R1135800,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 01 (SCR ROS ITEM)    HHI2_REL4.01
#R1135900,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 02 (SCR ROS ITEM)    HHI2_REL4.02
#R1136000,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 03 (SCR ROS ITEM)    HHI2_REL4.03
#R1136100,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 04 (SCR ROS ITEM)    HHI2_REL4.04
#R1136200,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 05 (SCR ROS ITEM)    HHI2_REL4.05
#R1136300,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 06 (SCR ROS ITEM)    HHI2_REL4.06
#R1136400,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 07 (SCR ROS ITEM)    HHI2_REL4.07
#R1136500,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 08 (SCR ROS ITEM)    HHI2_REL4.08
#R1136600,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 09 (SCR ROS ITEM)    HHI2_REL4.09
#R1136700,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 10 (SCR ROS ITEM)    HHI2_REL4.10
#R1136800,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 11 (SCR ROS ITEM)    HHI2_REL4.11
#R1136900,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 12 (SCR ROS ITEM)    HHI2_REL4.12
#R1137000,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 13 (SCR ROS ITEM)    HHI2_REL4.13
#R1137100,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 14 (SCR ROS ITEM)    HHI2_REL4.14
#R1137200,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 15 (SCR ROS ITEM)    HHI2_REL4.15
#R1137300,,2,1997,,,,,HHI2_REL4, RELATIONSHIP OF PERSON 4 TO HH MEMBER 16 (SCR ROS ITEM)    HHI2_REL4.16
#R1137400,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 01 (SCR ROS ITEM)    HHI2_REL5.01
#R1137500,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 02 (SCR ROS ITEM)    HHI2_REL5.02
#R1137600,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 03 (SCR ROS ITEM)    HHI2_REL5.03
#R1137700,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 04 (SCR ROS ITEM)    HHI2_REL5.04
#R1137800,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 05 (SCR ROS ITEM)    HHI2_REL5.05
#R1137900,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 06 (SCR ROS ITEM)    HHI2_REL5.06
#R1138000,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 07 (SCR ROS ITEM)    HHI2_REL5.07
#R1138100,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 08 (SCR ROS ITEM)    HHI2_REL5.08
#R1138200,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 09 (SCR ROS ITEM)    HHI2_REL5.09
#R1138300,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 10 (SCR ROS ITEM)    HHI2_REL5.10
#R1138400,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 11 (SCR ROS ITEM)    HHI2_REL5.11
#R1138500,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 12 (SCR ROS ITEM)    HHI2_REL5.12
#R1138600,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 13 (SCR ROS ITEM)    HHI2_REL5.13
#R1138700,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 14 (SCR ROS ITEM)    HHI2_REL5.14
#R1138800,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 15 (SCR ROS ITEM)    HHI2_REL5.15
#R1138900,,2,1997,,,,,HHI2_REL5, RELATIONSHIP OF PERSON 5 TO HH MEMBER 16 (SCR ROS ITEM)    HHI2_REL5.16
#R1139000,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 01 (SCR ROS ITEM)    HHI2_REL6.01
#R1139100,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 02 (SCR ROS ITEM)    HHI2_REL6.02
#R1139200,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 03 (SCR ROS ITEM)    HHI2_REL6.03
#R1139300,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 04 (SCR ROS ITEM)    HHI2_REL6.04
#R1139400,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 05 (SCR ROS ITEM)    HHI2_REL6.05
#R1139500,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 06 (SCR ROS ITEM)    HHI2_REL6.06
#R1139600,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 07 (SCR ROS ITEM)    HHI2_REL6.07
#R1139700,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 08 (SCR ROS ITEM)    HHI2_REL6.08
#R1139800,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 09 (SCR ROS ITEM)    HHI2_REL6.09
#R1139900,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 10 (SCR ROS ITEM)    HHI2_REL6.10
#R1140000,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 11 (SCR ROS ITEM)    HHI2_REL6.11
#R1140100,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 12 (SCR ROS ITEM)    HHI2_REL6.12
#R1140200,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 13 (SCR ROS ITEM)    HHI2_REL6.13
#R1140300,,2,1997,,,,,HHI2_REL6, RELATIONSHIP OF PERSON 6 TO HH MEMBER 14 (SCR ROS ITEM)    HHI2_REL6.14
#R1162100,,2,1997,1,1,,,HHI2_UID, HH MEMBER 01 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.01
#R1162200,,2,1997,2,1,,,HHI2_UID, HH MEMBER 02 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.02
#R1162300,,2,1997,3,1,,,HHI2_UID, HH MEMBER 03 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.03
#R1162400,,2,1997,4,1,,,HHI2_UID, HH MEMBER 04 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.04
#R1162500,,2,1997,5,1,,,HHI2_UID, HH MEMBER 05 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.05
#R1162600,,2,1997,6,1,,,HHI2_UID, HH MEMBER 06 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.06
#R1162700,,2,1997,7,1,,,HHI2_UID, HH MEMBER 07 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.07
#R1162800,,2,1997,8,1,,,HHI2_UID, HH MEMBER 08 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.08
#R1162900,,2,1997,9,1,,,HHI2_UID, HH MEMBER 09 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.09
#R1163000,,2,1997,10,1,,,HHI2_UID, HH MEMBER 10 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.10
#R1163100,,2,1997,11,1,,,HHI2_UID, HH MEMBER 11 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.11
#R1163200,,2,1997,12,1,,,HHI2_UID, HH MEMBER 12 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.12
#R1163300,,2,1997,13,1,,,HHI2_UID, HH MEMBER 13 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.13
#R1163400,,2,1997,14,1,,,HHI2_UID, HH MEMBER 14 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.14
#R1163500,,2,1997,15,1,,,HHI2_UID, HH MEMBER 15 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.15
#R1163600,,2,1997,16,1,,,HHI2_UID, HH MEMBER 16 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.16
#R1163601,,2,1997,17,1,,,HHI2_UID, HH MEMBER 17 UNIQUE ID (SCR ROS ITEM)                       HHI2_UID.17
#R1163700,,2,1997,1,1,,,NONHHI, AGE NON-RES MEMBER 01 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.01
#R1163800,,2,1997,2,1,,,NONHHI, AGE NON-RES MEMBER 02 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.02
#R1163900,,2,1997,3,1,,,NONHHI, AGE NON-RES MEMBER 03 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.03
#R1164000,,2,1997,4,1,,,NONHHI, AGE NON-RES MEMBER 04 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.04
#R1164100,,2,1997,5,1,,,NONHHI, AGE NON-RES MEMBER 05 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.05
#R1164200,,2,1997,6,1,,,NONHHI, AGE NON-RES MEMBER 06 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.06
#R1164300,,2,1997,7,1,,,NONHHI, AGE NON-RES MEMBER 07 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.07
#R1164400,,2,1997,8,1,,,NONHHI, AGE NON-RES MEMBER 08 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.08
#R1164500,,2,1997,9,1,,,NONHHI, AGE NON-RES MEMBER 09 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.09
#R1164600,,2,1997,10,1,,,NONHHI, AGE NON-RES MEMBER 10 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.10
#R1164700,,2,1997,11,1,,,NONHHI, AGE NON-RES MEMBER 11 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.11
#R1164800,,2,1997,12,1,,,NONHHI, AGE NON-RES MEMBER 12 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.12
#R1164900,,2,1997,13,1,,,NONHHI, AGE NON-RES MEMBER 13 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.13
#R1165000,,2,1997,14,1,,,NONHHI, AGE NON-RES MEMBER 14 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.14
#R1165100,,2,1997,15,1,,,NONHHI, AGE NON-RES MEMBER 15 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.15
#R1165200,,2,1997,16,1,,,NONHHI, AGE NON-RES MEMBER 16 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.16
#R1165300,,2,1997,17,1,,,NONHHI, AGE NON-RES MEMBER 17 AT INTERVIEW DATE (SCR ROS ITEM)        NONHHI_AGE.17
